"Date","SAC_Keswick_CFS","scenario","year","month","WY_type"
1928-05-31,11166.5926763579,"MaxWater_noSMSCG",1928,5,"Above Normal"
1928-06-30,11898.9396023204,"MaxWater_noSMSCG",1928,6,"Above Normal"
1928-07-31,16547.467552282,"MaxWater_noSMSCG",1928,7,"Above Normal"
1928-08-31,11832.1398937329,"MaxWater_noSMSCG",1928,8,"Above Normal"
1928-09-30,6354.2050288304,"MaxWater_noSMSCG",1928,9,"Above Normal"
1928-10-31,5568.63348068486,"MaxWater_noSMSCG",1928,10,"Above Normal"
1928-11-30,5511.51245544592,"MaxWater_noSMSCG",1928,11,"Above Normal"
1940-04-30,3089.75312533923,"MaxWater_noSMSCG",1940,4,"Above Normal"
1940-05-31,8652.68524199869,"MaxWater_noSMSCG",1940,5,"Above Normal"
1940-06-30,11619.2250577663,"MaxWater_noSMSCG",1940,6,"Above Normal"
1940-07-31,16000,"MaxWater_noSMSCG",1940,7,"Above Normal"
1940-08-31,12074.2341622011,"MaxWater_noSMSCG",1940,8,"Above Normal"
1940-09-30,6179.50108372076,"MaxWater_noSMSCG",1940,9,"Above Normal"
1940-10-31,4818.84063255211,"MaxWater_noSMSCG",1940,10,"Above Normal"
1940-11-30,6079.38904723484,"MaxWater_noSMSCG",1940,11,"Above Normal"
1953-04-30,5770.8333335,"MaxWater_noSMSCG",1953,4,"Above Normal"
1953-05-31,5961.00209388494,"MaxWater_noSMSCG",1953,5,"Above Normal"
1953-06-30,8337.11312316618,"MaxWater_noSMSCG",1953,6,"Above Normal"
1953-07-31,15846.7392905038,"MaxWater_noSMSCG",1953,7,"Above Normal"
1953-08-31,9390.67897638794,"MaxWater_noSMSCG",1953,8,"Above Normal"
1953-09-30,6816.02493378258,"MaxWater_noSMSCG",1953,9,"Above Normal"
1953-10-31,8369.90553066127,"MaxWater_noSMSCG",1953,10,"Above Normal"
1953-11-30,6646.97472012788,"MaxWater_noSMSCG",1953,11,"Above Normal"
1954-04-30,9555.85943626296,"MaxWater_noSMSCG",1954,4,"Above Normal"
1954-05-31,7876.53993016329,"MaxWater_noSMSCG",1954,5,"Above Normal"
1954-06-30,11918.1579646285,"MaxWater_noSMSCG",1954,6,"Above Normal"
1954-07-31,17055.537545579,"MaxWater_noSMSCG",1954,7,"Above Normal"
1954-08-31,11365.3855195232,"MaxWater_noSMSCG",1954,8,"Above Normal"
1954-09-30,5992.64850684724,"MaxWater_noSMSCG",1954,9,"Above Normal"
1954-10-31,5774.67875684421,"MaxWater_noSMSCG",1954,10,"Above Normal"
1954-11-30,4082.89139915863,"MaxWater_noSMSCG",1954,11,"Above Normal"
1973-04-30,3179.67984227426,"MaxWater_noSMSCG",1973,4,"Above Normal"
1973-05-31,7913.60221296099,"MaxWater_noSMSCG",1973,5,"Above Normal"
1973-06-30,11200.7163585298,"MaxWater_noSMSCG",1973,6,"Above Normal"
1973-07-31,16000,"MaxWater_noSMSCG",1973,7,"Above Normal"
1973-08-31,11369.2190589311,"MaxWater_noSMSCG",1973,8,"Above Normal"
1973-09-30,5238.71704521113,"MaxWater_noSMSCG",1973,9,"Above Normal"
1973-10-31,5391.26245237389,"MaxWater_noSMSCG",1973,10,"Above Normal"
1973-11-30,23113.6633414463,"MaxWater_noSMSCG",1973,11,"Above Normal"
1975-04-30,3250,"MaxWater_noSMSCG",1975,4,"Above Normal"
1975-05-31,9231.96494828158,"MaxWater_noSMSCG",1975,5,"Above Normal"
1975-06-30,8619.01445488289,"MaxWater_noSMSCG",1975,6,"Above Normal"
1975-07-31,14879.7206010613,"MaxWater_noSMSCG",1975,7,"Above Normal"
1975-08-31,9100.09870047139,"MaxWater_noSMSCG",1975,8,"Above Normal"
1975-09-30,6652.38954839375,"MaxWater_noSMSCG",1975,9,"Above Normal"
1975-10-31,9272.31081635963,"MaxWater_noSMSCG",1975,10,"Above Normal"
1975-11-30,5703.93469695512,"MaxWater_noSMSCG",1975,11,"Above Normal"
1978-04-30,3568.51858197597,"MaxWater_noSMSCG",1978,4,"Above Normal"
1978-05-31,6467.58813364931,"MaxWater_noSMSCG",1978,5,"Above Normal"
1978-06-30,8526.28190126251,"MaxWater_noSMSCG",1978,6,"Above Normal"
1978-07-31,16000,"MaxWater_noSMSCG",1978,7,"Above Normal"
1978-08-31,8755.47073956374,"MaxWater_noSMSCG",1978,8,"Above Normal"
1978-09-30,5767.85751281698,"MaxWater_noSMSCG",1978,9,"Above Normal"
1978-10-31,8724.54814569608,"MaxWater_noSMSCG",1978,10,"Above Normal"
1978-11-30,7601.53413496203,"MaxWater_noSMSCG",1978,11,"Above Normal"
1980-04-30,5284.24846705791,"MaxWater_noSMSCG",1980,4,"Above Normal"
1980-05-31,6660.3909253265,"MaxWater_noSMSCG",1980,5,"Above Normal"
1980-06-30,8596.31798552848,"MaxWater_noSMSCG",1980,6,"Above Normal"
1980-07-31,11025.1331917014,"MaxWater_noSMSCG",1980,7,"Above Normal"
1980-08-31,9440.70727221146,"MaxWater_noSMSCG",1980,8,"Above Normal"
1980-09-30,6775.95630821095,"MaxWater_noSMSCG",1980,9,"Above Normal"
1980-10-31,7100.53078904564,"MaxWater_noSMSCG",1980,10,"Above Normal"
1980-11-30,10725.5229405546,"MaxWater_noSMSCG",1980,11,"Above Normal"
1993-04-30,3181.75131648147,"MaxWater_noSMSCG",1993,4,"Above Normal"
1993-05-31,5048.37465005032,"MaxWater_noSMSCG",1993,5,"Above Normal"
1993-06-30,8688.22254203954,"MaxWater_noSMSCG",1993,6,"Above Normal"
1993-07-31,14484.4512542324,"MaxWater_noSMSCG",1993,7,"Above Normal"
1993-08-31,8459.45837725608,"MaxWater_noSMSCG",1993,8,"Above Normal"
1993-09-30,7224.60591810493,"MaxWater_noSMSCG",1993,9,"Above Normal"
1993-10-31,6973.56870090023,"MaxWater_noSMSCG",1993,10,"Above Normal"
1993-11-30,6220.14722041773,"MaxWater_noSMSCG",1993,11,"Above Normal"
2000-04-30,3250,"MaxWater_noSMSCG",2000,4,"Above Normal"
2000-05-31,6333.64206286357,"MaxWater_noSMSCG",2000,5,"Above Normal"
2000-06-30,10389.9177233346,"MaxWater_noSMSCG",2000,6,"Above Normal"
2000-07-31,16000,"MaxWater_noSMSCG",2000,7,"Above Normal"
2000-08-31,11461.5035360064,"MaxWater_noSMSCG",2000,8,"Above Normal"
2000-09-30,6251.35947414812,"MaxWater_noSMSCG",2000,9,"Above Normal"
2000-10-31,4475.20711805727,"MaxWater_noSMSCG",2000,10,"Above Normal"
2000-11-30,5630.37814225765,"MaxWater_noSMSCG",2000,11,"Above Normal"
2003-04-30,10351.0427344159,"MaxWater_noSMSCG",2003,4,"Above Normal"
2003-05-31,12441.4889254323,"MaxWater_noSMSCG",2003,5,"Above Normal"
2003-06-30,8736.27094988629,"MaxWater_noSMSCG",2003,6,"Above Normal"
2003-07-31,16000,"MaxWater_noSMSCG",2003,7,"Above Normal"
2003-08-31,9056.69570375284,"MaxWater_noSMSCG",2003,8,"Above Normal"
2003-09-30,6223.95826768998,"MaxWater_noSMSCG",2003,9,"Above Normal"
2003-10-31,7617.50309261644,"MaxWater_noSMSCG",2003,10,"Above Normal"
2003-11-30,4855.95911124868,"MaxWater_noSMSCG",2003,11,"Above Normal"
1922-04-30,5770.8333335,"StatusQuo",1922,4,"Above Normal"
1922-05-31,8955.8778302553,"StatusQuo",1922,5,"Above Normal"
1922-06-30,10603.0841974495,"StatusQuo",1922,6,"Above Normal"
1922-07-31,12496.006006526,"StatusQuo",1922,7,"Above Normal"
1922-08-31,9213.5560963699,"StatusQuo",1922,8,"Above Normal"
1922-09-30,7500.25697621448,"StatusQuo",1922,9,"Above Normal"
1922-10-31,5765.66784870437,"StatusQuo",1922,10,"Above Normal"
1922-11-30,4685.51622861217,"StatusQuo",1922,11,"Above Normal"
1928-04-30,5876.8066943402,"StatusQuo",1928,4,"Above Normal"
1928-05-31,11318.1975835103,"StatusQuo",1928,5,"Above Normal"
1928-06-30,11886.378108166,"StatusQuo",1928,6,"Above Normal"
1928-07-31,16244.6804891633,"StatusQuo",1928,7,"Above Normal"
1928-08-31,13411.2933907284,"StatusQuo",1928,8,"Above Normal"
1928-09-30,9490.21136164203,"StatusQuo",1928,9,"Above Normal"
1928-10-31,7041.77180552943,"StatusQuo",1928,10,"Above Normal"
1928-11-30,5127.19479784892,"StatusQuo",1928,11,"Above Normal"
1940-04-30,3088.70517161948,"StatusQuo",1940,4,"Above Normal"
1940-05-31,8639.25010473261,"StatusQuo",1940,5,"Above Normal"
1940-06-30,11611.7719291398,"StatusQuo",1940,6,"Above Normal"
1940-07-31,16000,"StatusQuo",1940,7,"Above Normal"
1940-08-31,13428.6251754829,"StatusQuo",1940,8,"Above Normal"
1940-09-30,9549.6847764517,"StatusQuo",1940,9,"Above Normal"
1940-10-31,6067.49108413663,"StatusQuo",1940,10,"Above Normal"
1940-11-30,5672.71222884464,"StatusQuo",1940,11,"Above Normal"
1953-04-30,5770.8333335,"StatusQuo",1953,4,"Above Normal"
1953-05-31,5960.55719247279,"StatusQuo",1953,5,"Above Normal"
1953-06-30,8337.11312316618,"StatusQuo",1953,6,"Above Normal"
1953-07-31,15862.5595503031,"StatusQuo",1953,7,"Above Normal"
1953-08-31,9760.0913824806,"StatusQuo",1953,8,"Above Normal"
1953-09-30,8583.6738746948,"StatusQuo",1953,9,"Above Normal"
1953-10-31,7068.962251093,"StatusQuo",1953,10,"Above Normal"
1953-11-30,7316.72591490361,"StatusQuo",1953,11,"Above Normal"
1954-04-30,9468.54416048735,"StatusQuo",1954,4,"Above Normal"
1954-05-31,8436.6285764152,"StatusQuo",1954,5,"Above Normal"
1954-06-30,11463.4667506686,"StatusQuo",1954,6,"Above Normal"
1954-07-31,17499.8659130637,"StatusQuo",1954,7,"Above Normal"
1954-08-31,12347.4807885569,"StatusQuo",1954,8,"Above Normal"
1954-09-30,8612.42719853705,"StatusQuo",1954,9,"Above Normal"
1954-10-31,8697.89167583399,"StatusQuo",1954,10,"Above Normal"
1954-11-30,4421.84462277099,"StatusQuo",1954,11,"Above Normal"
1973-04-30,3179.68025303166,"StatusQuo",1973,4,"Above Normal"
1973-05-31,7916.10926154223,"StatusQuo",1973,5,"Above Normal"
1973-06-30,11206.2401998376,"StatusQuo",1973,6,"Above Normal"
1973-07-31,16000,"StatusQuo",1973,7,"Above Normal"
1973-08-31,12056.2686831396,"StatusQuo",1973,8,"Above Normal"
1973-09-30,7727.59256696955,"StatusQuo",1973,9,"Above Normal"
1973-10-31,4816.46259612309,"StatusQuo",1973,10,"Above Normal"
1973-11-30,20797.4242739205,"StatusQuo",1973,11,"Above Normal"
1975-04-30,3250,"StatusQuo",1975,4,"Above Normal"
1975-05-31,9228.12667339831,"StatusQuo",1975,5,"Above Normal"
1975-06-30,8639.94486730858,"StatusQuo",1975,6,"Above Normal"
1975-07-31,15051.1698823419,"StatusQuo",1975,7,"Above Normal"
1975-08-31,8652.54919775707,"StatusQuo",1975,8,"Above Normal"
1975-09-30,8517.13879453325,"StatusQuo",1975,9,"Above Normal"
1975-10-31,8303.93414391963,"StatusQuo",1975,10,"Above Normal"
1975-11-30,5914.35567750879,"StatusQuo",1975,11,"Above Normal"
1978-04-30,3568.51858197593,"StatusQuo",1978,4,"Above Normal"
1978-05-31,6467.58813364932,"StatusQuo",1978,5,"Above Normal"
1978-06-30,8529.97194205727,"StatusQuo",1978,6,"Above Normal"
1978-07-31,16000,"StatusQuo",1978,7,"Above Normal"
1978-08-31,9685.45397412084,"StatusQuo",1978,8,"Above Normal"
1978-09-30,6157.35622077601,"StatusQuo",1978,9,"Above Normal"
1978-10-31,8513.14370586437,"StatusQuo",1978,10,"Above Normal"
1978-11-30,7725.95861228201,"StatusQuo",1978,11,"Above Normal"
1980-04-30,5284.24846705791,"StatusQuo",1980,4,"Above Normal"
1980-05-31,6665.98740021076,"StatusQuo",1980,5,"Above Normal"
1980-06-30,8601.06007784329,"StatusQuo",1980,6,"Above Normal"
1980-07-31,11027.1996340811,"StatusQuo",1980,7,"Above Normal"
1980-08-31,9442.69489401925,"StatusQuo",1980,8,"Above Normal"
1980-09-30,7920.05831523499,"StatusQuo",1980,9,"Above Normal"
1980-10-31,7589.28773072425,"StatusQuo",1980,10,"Above Normal"
1980-11-30,9221.81413393635,"StatusQuo",1980,11,"Above Normal"
1993-04-30,3181.74520065919,"StatusQuo",1993,4,"Above Normal"
1993-05-31,5048.37465005035,"StatusQuo",1993,5,"Above Normal"
1993-06-30,8688.22254203951,"StatusQuo",1993,6,"Above Normal"
1993-07-31,14182.5354213347,"StatusQuo",1993,7,"Above Normal"
1993-08-31,8529.66801152482,"StatusQuo",1993,8,"Above Normal"
1993-09-30,8330.01769831888,"StatusQuo",1993,9,"Above Normal"
1993-10-31,6611.01179149722,"StatusQuo",1993,10,"Above Normal"
1993-11-30,6804.31528366243,"StatusQuo",1993,11,"Above Normal"
2000-04-30,3250,"StatusQuo",2000,4,"Above Normal"
2000-05-31,6343.46125787109,"StatusQuo",2000,5,"Above Normal"
2000-06-30,10767.9524518826,"StatusQuo",2000,6,"Above Normal"
2000-07-31,16000,"StatusQuo",2000,7,"Above Normal"
2000-08-31,11595.3427032807,"StatusQuo",2000,8,"Above Normal"
2000-09-30,8251.52467769919,"StatusQuo",2000,9,"Above Normal"
2000-10-31,4500,"StatusQuo",2000,10,"Above Normal"
2000-11-30,7122.67832130579,"StatusQuo",2000,11,"Above Normal"
2003-04-30,10354.6037357279,"StatusQuo",2003,4,"Above Normal"
2003-05-31,12441.4889254323,"StatusQuo",2003,5,"Above Normal"
2003-06-30,8750.09261286984,"StatusQuo",2003,6,"Above Normal"
2003-07-31,16000,"StatusQuo",2003,7,"Above Normal"
2003-08-31,10009.539378669,"StatusQuo",2003,8,"Above Normal"
2003-09-30,8558.98332023146,"StatusQuo",2003,9,"Above Normal"
2003-10-31,8306.18549035033,"StatusQuo",2003,10,"Above Normal"
2003-11-30,6771.94194812426,"StatusQuo",2003,11,"Above Normal"
1922-04-30,5770.8333335,"SummerFall_Even",1922,4,"Above Normal"
1922-05-31,8955.88154886715,"SummerFall_Even",1922,5,"Above Normal"
1922-06-30,10603.0897449457,"SummerFall_Even",1922,6,"Above Normal"
1922-07-31,13937.0402650232,"SummerFall_Even",1922,7,"Above Normal"
1922-08-31,11118.5612431719,"SummerFall_Even",1922,8,"Above Normal"
1922-09-30,7244.2118038489,"SummerFall_Even",1922,9,"Above Normal"
1922-10-31,6470.86625180582,"SummerFall_Even",1922,10,"Above Normal"
1922-11-30,4500,"SummerFall_Even",1922,11,"Above Normal"
1928-04-30,5876.80669434023,"SummerFall_Even",1928,4,"Above Normal"
1928-05-31,11373.7987867703,"SummerFall_Even",1928,5,"Above Normal"
1928-06-30,13302.950566213,"SummerFall_Even",1928,6,"Above Normal"
1928-07-31,18520.7911850013,"SummerFall_Even",1928,7,"Above Normal"
1928-08-31,16000,"SummerFall_Even",1928,8,"Above Normal"
1928-09-30,7319.92100731277,"SummerFall_Even",1928,9,"Above Normal"
1928-10-31,8441.81961615365,"SummerFall_Even",1928,10,"Above Normal"
1928-11-30,5320.47178835851,"SummerFall_Even",1928,11,"Above Normal"
1940-04-30,3089.75312533922,"SummerFall_Even",1940,4,"Above Normal"
1940-05-31,8655.73648990218,"SummerFall_Even",1940,5,"Above Normal"
1940-06-30,13028.2036029151,"SummerFall_Even",1940,6,"Above Normal"
1940-07-31,16957.1657177167,"SummerFall_Even",1940,7,"Above Normal"
1940-08-31,16000,"SummerFall_Even",1940,8,"Above Normal"
1940-09-30,7255.10947625978,"SummerFall_Even",1940,9,"Above Normal"
1940-10-31,6962.57711937663,"SummerFall_Even",1940,10,"Above Normal"
1940-11-30,5425.38044629198,"SummerFall_Even",1940,11,"Above Normal"
1953-04-30,5770.8333335,"SummerFall_Even",1953,4,"Above Normal"
1953-05-31,5966.30070296558,"SummerFall_Even",1953,5,"Above Normal"
1953-06-30,8337.11312316619,"SummerFall_Even",1953,6,"Above Normal"
1953-07-31,15999.9999999999,"SummerFall_Even",1953,7,"Above Normal"
1953-08-31,12829.8229699312,"SummerFall_Even",1953,8,"Above Normal"
1953-09-30,6830.62444524312,"SummerFall_Even",1953,9,"Above Normal"
1953-10-31,8133.15957505424,"SummerFall_Even",1953,10,"Above Normal"
1953-11-30,6312.44338866657,"SummerFall_Even",1953,11,"Above Normal"
1954-04-30,9480.96645385748,"SummerFall_Even",1954,4,"Above Normal"
1954-05-31,8440.91486619164,"SummerFall_Even",1954,5,"Above Normal"
1954-06-30,12658.5440519082,"SummerFall_Even",1954,6,"Above Normal"
1954-07-31,16157.0507014316,"SummerFall_Even",1954,7,"Above Normal"
1954-08-31,15766.4090233087,"SummerFall_Even",1954,8,"Above Normal"
1954-09-30,6728.60228674361,"SummerFall_Even",1954,9,"Above Normal"
1954-10-31,9694.86926121416,"SummerFall_Even",1954,10,"Above Normal"
1954-11-30,4935.93480389933,"SummerFall_Even",1954,11,"Above Normal"
1973-04-30,3179.68221861175,"SummerFall_Even",1973,4,"Above Normal"
1973-05-31,7920.94418816635,"SummerFall_Even",1973,5,"Above Normal"
1973-06-30,11386.5461314442,"SummerFall_Even",1973,6,"Above Normal"
1973-07-31,16000,"SummerFall_Even",1973,7,"Above Normal"
1973-08-31,15164.8935253748,"SummerFall_Even",1973,8,"Above Normal"
1973-09-30,6338.73663906397,"SummerFall_Even",1973,9,"Above Normal"
1973-10-31,4963.94734426496,"SummerFall_Even",1973,10,"Above Normal"
1973-11-30,19116.8383438809,"SummerFall_Even",1973,11,"Above Normal"
1975-04-30,3250,"SummerFall_Even",1975,4,"Above Normal"
1975-05-31,9206.08180406492,"SummerFall_Even",1975,5,"Above Normal"
1975-06-30,8751.49637505253,"SummerFall_Even",1975,6,"Above Normal"
1975-07-31,15581.3597103684,"SummerFall_Even",1975,7,"Above Normal"
1975-08-31,10500.6675243385,"SummerFall_Even",1975,8,"Above Normal"
1975-09-30,6713.23059535081,"SummerFall_Even",1975,9,"Above Normal"
1975-10-31,7791.18423348801,"SummerFall_Even",1975,10,"Above Normal"
1975-11-30,5995.59239647374,"SummerFall_Even",1975,11,"Above Normal"
1978-04-30,3568.51858197594,"SummerFall_Even",1978,4,"Above Normal"
1978-05-31,6467.58813364932,"SummerFall_Even",1978,5,"Above Normal"
1978-06-30,9239.87165017115,"SummerFall_Even",1978,6,"Above Normal"
1978-07-31,16000,"SummerFall_Even",1978,7,"Above Normal"
1978-08-31,12523.5898744396,"SummerFall_Even",1978,8,"Above Normal"
1978-09-30,5164.6054168405,"SummerFall_Even",1978,9,"Above Normal"
1978-10-31,9101.61537266244,"SummerFall_Even",1978,10,"Above Normal"
1978-11-30,7459.49310242631,"SummerFall_Even",1978,11,"Above Normal"
1980-04-30,5284.2484670578,"SummerFall_Even",1980,4,"Above Normal"
1980-05-31,6677.84884218358,"SummerFall_Even",1980,5,"Above Normal"
1980-06-30,8610.5781973514,"SummerFall_Even",1980,6,"Above Normal"
1980-07-31,12319.0154350895,"SummerFall_Even",1980,7,"Above Normal"
1980-08-31,11203.7272460474,"SummerFall_Even",1980,8,"Above Normal"
1980-09-30,6870.42470264682,"SummerFall_Even",1980,9,"Above Normal"
1980-10-31,8983.48386745536,"SummerFall_Even",1980,10,"Above Normal"
1980-11-30,8801.47365878909,"SummerFall_Even",1980,11,"Above Normal"
1993-04-30,3181.74836244903,"SummerFall_Even",1993,4,"Above Normal"
1993-05-31,5048.37465005033,"SummerFall_Even",1993,5,"Above Normal"
1993-06-30,8688.2225420395,"SummerFall_Even",1993,6,"Above Normal"
1993-07-31,15518.1832567034,"SummerFall_Even",1993,7,"Above Normal"
1993-08-31,10832.1160692685,"SummerFall_Even",1993,8,"Above Normal"
1993-09-30,7235.62519114308,"SummerFall_Even",1993,9,"Above Normal"
1993-10-31,7525.61100156841,"SummerFall_Even",1993,10,"Above Normal"
1993-11-30,7277.27119564212,"SummerFall_Even",1993,11,"Above Normal"
2000-04-30,3250,"SummerFall_Even",2000,4,"Above Normal"
2000-05-31,6360.84255657927,"SummerFall_Even",2000,5,"Above Normal"
2000-06-30,11411.490462121,"SummerFall_Even",2000,6,"Above Normal"
2000-07-31,16000,"SummerFall_Even",2000,7,"Above Normal"
2000-08-31,13562.8095275002,"SummerFall_Even",2000,8,"Above Normal"
2000-09-30,6677.2780556885,"SummerFall_Even",2000,9,"Above Normal"
2000-10-31,4500,"SummerFall_Even",2000,10,"Above Normal"
2000-11-30,7880.23292321626,"SummerFall_Even",2000,11,"Above Normal"
2003-04-30,10361.2800696179,"SummerFall_Even",2003,4,"Above Normal"
2003-05-31,12441.4889254323,"SummerFall_Even",2003,5,"Above Normal"
2003-06-30,10267.8535550373,"SummerFall_Even",2003,6,"Above Normal"
2003-07-31,16101.0915213932,"SummerFall_Even",2003,7,"Above Normal"
2003-08-31,12350.7044597657,"SummerFall_Even",2003,8,"Above Normal"
2003-09-30,6799.00537840613,"SummerFall_Even",2003,9,"Above Normal"
2003-10-31,9434.65230928847,"SummerFall_Even",2003,10,"Above Normal"
2003-11-30,6279.13273017355,"SummerFall_Even",2003,11,"Above Normal"
1922-04-30,5770.8333335,"SummerFall_Hist",1922,4,"Above Normal"
1922-05-31,8955.87343272695,"SummerFall_Hist",1922,5,"Above Normal"
1922-06-30,10856.2329191945,"SummerFall_Hist",1922,6,"Above Normal"
1922-07-31,15045.1385474624,"SummerFall_Hist",1922,7,"Above Normal"
1922-08-31,8949.78571289469,"SummerFall_Hist",1922,8,"Above Normal"
1922-09-30,8252.31726867799,"SummerFall_Hist",1922,9,"Above Normal"
1922-10-31,5960.09709854128,"SummerFall_Hist",1922,10,"Above Normal"
1922-11-30,4660.92797173129,"SummerFall_Hist",1922,11,"Above Normal"
1928-04-30,5876.80669434022,"SummerFall_Hist",1928,4,"Above Normal"
1928-05-31,11365.8345235893,"SummerFall_Hist",1928,5,"Above Normal"
1928-06-30,16000,"SummerFall_Hist",1928,6,"Above Normal"
1928-07-31,18040.3067494404,"SummerFall_Hist",1928,7,"Above Normal"
1928-08-31,13834.7885931092,"SummerFall_Hist",1928,8,"Above Normal"
1928-09-30,8848.02297660433,"SummerFall_Hist",1928,9,"Above Normal"
1928-10-31,7573.41612011671,"SummerFall_Hist",1928,10,"Above Normal"
1928-11-30,5342.29017879228,"SummerFall_Hist",1928,11,"Above Normal"
1940-04-30,3089.75312533922,"SummerFall_Hist",1940,4,"Above Normal"
1940-05-31,8654.14848797328,"SummerFall_Hist",1940,5,"Above Normal"
1940-06-30,16000,"SummerFall_Hist",1940,6,"Above Normal"
1940-07-31,16000,"SummerFall_Hist",1940,7,"Above Normal"
1940-08-31,14462.8344611386,"SummerFall_Hist",1940,8,"Above Normal"
1940-09-30,8682.57565025654,"SummerFall_Hist",1940,9,"Above Normal"
1940-10-31,6212.26623936263,"SummerFall_Hist",1940,10,"Above Normal"
1940-11-30,5428.56940305801,"SummerFall_Hist",1940,11,"Above Normal"
1953-04-30,5770.8333335,"SummerFall_Hist",1953,4,"Above Normal"
1953-05-31,5960.42098102055,"SummerFall_Hist",1953,5,"Above Normal"
1953-06-30,10259.528171197,"SummerFall_Hist",1953,6,"Above Normal"
1953-07-31,15518.9188521386,"SummerFall_Hist",1953,7,"Above Normal"
1953-08-31,9961.60665327116,"SummerFall_Hist",1953,8,"Above Normal"
1953-09-30,7926.05811936438,"SummerFall_Hist",1953,9,"Above Normal"
1953-10-31,7590.11352080869,"SummerFall_Hist",1953,10,"Above Normal"
1953-11-30,7102.90940164397,"SummerFall_Hist",1953,11,"Above Normal"
1954-04-30,9479.44819896587,"SummerFall_Hist",1954,4,"Above Normal"
1954-05-31,8442.57274232637,"SummerFall_Hist",1954,5,"Above Normal"
1954-06-30,16000,"SummerFall_Hist",1954,6,"Above Normal"
1954-07-31,16000,"SummerFall_Hist",1954,7,"Above Normal"
1954-08-31,13209.7444499775,"SummerFall_Hist",1954,8,"Above Normal"
1954-09-30,8147.83399626693,"SummerFall_Hist",1954,9,"Above Normal"
1954-10-31,8392.49821650068,"SummerFall_Hist",1954,10,"Above Normal"
1954-11-30,4874.73167537681,"SummerFall_Hist",1954,11,"Above Normal"
1973-04-30,3179.68305699325,"SummerFall_Hist",1973,4,"Above Normal"
1973-05-31,7922.77435921248,"SummerFall_Hist",1973,5,"Above Normal"
1973-06-30,15793.4497336015,"SummerFall_Hist",1973,6,"Above Normal"
1973-07-31,14882.9515343185,"SummerFall_Hist",1973,7,"Above Normal"
1973-08-31,12361.0778607626,"SummerFall_Hist",1973,8,"Above Normal"
1973-09-30,7400.25486313648,"SummerFall_Hist",1973,9,"Above Normal"
1973-10-31,4308.25127351615,"SummerFall_Hist",1973,10,"Above Normal"
1973-11-30,19052.4885275876,"SummerFall_Hist",1973,11,"Above Normal"
1975-04-30,3250,"SummerFall_Hist",1975,4,"Above Normal"
1975-05-31,9191.25902595611,"SummerFall_Hist",1975,5,"Above Normal"
1975-06-30,12903.5915177235,"SummerFall_Hist",1975,6,"Above Normal"
1975-07-31,14085.6883943728,"SummerFall_Hist",1975,7,"Above Normal"
1975-08-31,8704.50958093177,"SummerFall_Hist",1975,8,"Above Normal"
1975-09-30,7291.74559942351,"SummerFall_Hist",1975,9,"Above Normal"
1975-10-31,7366.7645366718,"SummerFall_Hist",1975,10,"Above Normal"
1975-11-30,6071.89249447564,"SummerFall_Hist",1975,11,"Above Normal"
1978-04-30,3568.51858197595,"SummerFall_Hist",1978,4,"Above Normal"
1978-05-31,6467.58813364931,"SummerFall_Hist",1978,5,"Above Normal"
1978-06-30,13450.8555555034,"SummerFall_Hist",1978,6,"Above Normal"
1978-07-31,14450.4021117925,"SummerFall_Hist",1978,7,"Above Normal"
1978-08-31,10393.0479908253,"SummerFall_Hist",1978,8,"Above Normal"
1978-09-30,5560.75037414848,"SummerFall_Hist",1978,9,"Above Normal"
1978-10-31,8829.32908095107,"SummerFall_Hist",1978,10,"Above Normal"
1978-11-30,7733.20407742917,"SummerFall_Hist",1978,11,"Above Normal"
1980-04-30,5284.24846705783,"SummerFall_Hist",1980,4,"Above Normal"
1980-05-31,6681.69411490236,"SummerFall_Hist",1980,5,"Above Normal"
1980-06-30,10312.7588026991,"SummerFall_Hist",1980,6,"Above Normal"
1980-07-31,13435.1926936084,"SummerFall_Hist",1980,7,"Above Normal"
1980-08-31,9235.53794609175,"SummerFall_Hist",1980,8,"Above Normal"
1980-09-30,7978.81793452318,"SummerFall_Hist",1980,9,"Above Normal"
1980-10-31,8100.993324806,"SummerFall_Hist",1980,10,"Above Normal"
1980-11-30,8967.35347599236,"SummerFall_Hist",1980,11,"Above Normal"
1993-04-30,3181.76129967532,"SummerFall_Hist",1993,4,"Above Normal"
1993-05-31,5048.37465005033,"SummerFall_Hist",1993,5,"Above Normal"
1993-06-30,9568.73578893254,"SummerFall_Hist",1993,6,"Above Normal"
1993-07-31,14720.7579751248,"SummerFall_Hist",1993,7,"Above Normal"
1993-08-31,8950.45340890667,"SummerFall_Hist",1993,8,"Above Normal"
1993-09-30,8133.50212379388,"SummerFall_Hist",1993,9,"Above Normal"
1993-10-31,6902.96112870674,"SummerFall_Hist",1993,10,"Above Normal"
1993-11-30,7065.61883253865,"SummerFall_Hist",1993,11,"Above Normal"
2000-04-30,3250,"SummerFall_Hist",2000,4,"Above Normal"
2000-05-31,6368.03382147249,"SummerFall_Hist",2000,5,"Above Normal"
2000-06-30,15946.43146032,"SummerFall_Hist",2000,6,"Above Normal"
2000-07-31,15568.9618327907,"SummerFall_Hist",2000,7,"Above Normal"
2000-08-31,11313.1721531256,"SummerFall_Hist",2000,8,"Above Normal"
2000-09-30,7758.8640218311,"SummerFall_Hist",2000,9,"Above Normal"
